"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISL","CPI","TOT","AGRWTH","Q","2006-Q1",4.311199,
"ISL","CPI","TOT","AGRWTH","Q","2006-Q2",7.039134,
"ISL","CPI","TOT","AGRWTH","Q","2006-Q3",8.191858,
"ISL","CPI","TOT","AGRWTH","Q","2006-Q4",7.161677,
"ISL","CPI","TOT","AGRWTH","Q","2007-Q1",6.698337,
"ISL","CPI","TOT","AGRWTH","Q","2007-Q2",4.621752,
"ISL","CPI","TOT","AGRWTH","Q","2007-Q3",3.799003,
"ISL","CPI","TOT","AGRWTH","Q","2007-Q4",5.163165,
"ISL","CPI","TOT","AGRWTH","Q","2008-Q1",7.146209,
"ISL","CPI","TOT","AGRWTH","Q","2008-Q2",12.27424,
"ISL","CPI","TOT","AGRWTH","Q","2008-Q3",14.04719,
"ISL","CPI","TOT","AGRWTH","Q","2008-Q4",17.07227,
"ISL","CPI","TOT","AGRWTH","Q","2009-Q1",17.0838,
"ISL","CPI","TOT","AGRWTH","Q","2009-Q2",11.91072,
"ISL","CPI","TOT","AGRWTH","Q","2009-Q3",11.00729,
"ISL","CPI","TOT","AGRWTH","Q","2009-Q4",8.599912,
"ISL","CPI","TOT","AGRWTH","Q","2010-Q1",7.445779,
"ISL","CPI","TOT","AGRWTH","Q","2010-Q2",7.145175,
"ISL","CPI","TOT","AGRWTH","Q","2010-Q3",4.354848,
"ISL","CPI","TOT","AGRWTH","Q","2010-Q4",2.811974,
"ISL","CPI","TOT","AGRWTH","Q","2011-Q1",2.006942,
"ISL","CPI","TOT","AGRWTH","Q","2011-Q2",3.477464,
"ISL","CPI","TOT","AGRWTH","Q","2011-Q3",5.256404,
"ISL","CPI","TOT","AGRWTH","Q","2011-Q4",5.242468,
"ISL","CPI","TOT","AGRWTH","Q","2012-Q1",6.431287,
"ISL","CPI","TOT","AGRWTH","Q","2012-Q2",5.757983,
"ISL","CPI","TOT","AGRWTH","Q","2012-Q3",4.310263,
"ISL","CPI","TOT","AGRWTH","Q","2012-Q4",4.304537,
"ISL","CPI","TOT","AGRWTH","Q","2013-Q1",4.325839,
"ISL","CPI","TOT","AGRWTH","Q","2013-Q2",3.335204,
"ISL","CPI","TOT","AGRWTH","Q","2013-Q3",4.025525,
"ISL","CPI","TOT","AGRWTH","Q","2013-Q4",3.812123,
"ISL","CPI","TOT","AGRWTH","Q","2014-Q1",2.476859,
"ISL","CPI","TOT","AGRWTH","Q","2014-Q2",2.33336,
"ISL","CPI","TOT","AGRWTH","Q","2014-Q3",2.126122,
"ISL","CPI","TOT","AGRWTH","Q","2014-Q4",1.255397,
"ISL","CPI","TOT","AGRWTH","Q","2015-Q1",1.07115,
"ISL","CPI","TOT","AGRWTH","Q","2015-Q2",1.535878,
"ISL","CPI","TOT","AGRWTH","Q","2015-Q3",1.979146,
"ISL","CPI","TOT","AGRWTH","Q","2015-Q4",1.940145,
"ISL","CPI","TOT","AGRWTH","Q","2016-Q1",1.940094,
"ISL","CPI","TOT","AGRWTH","Q","2016-Q2",1.622575,
"ISL","CPI","TOT","AGRWTH","Q","2016-Q3",1.30964,
"ISL","CPI","TOT","AGRWTH","Q","2016-Q4",1.919996,
"ISL","CPI","TOT","AGRWTH","Q","2017-Q1",1.833003,
"ISL","CPI","TOT","AGRWTH","Q","2017-Q2",1.739693,
"ISL","CPI","TOT","AGRWTH","Q","2017-Q3",1.647076,
"ISL","CPI","TOT","AGRWTH","Q","2017-Q4",1.822499,
"ISL","CPI","TOT","AGRWTH","Q","2018-Q1",2.455168,
"ISL","CPI","TOT","AGRWTH","Q","2018-Q2",2.29397,
"ISL","CPI","TOT","AGRWTH","Q","2018-Q3",2.691324,
"ISL","CPI","TOT","AGRWTH","Q","2018-Q4",3.28377,
"ISL","CPI","TOT","AGRWTH","Q","2019-Q1",3.10065,
"ISL","CPI","TOT","AGRWTH","Q","2019-Q2",3.402726,
"ISL","CPI","TOT","AGRWTH","Q","2019-Q3",3.073686,
"ISL","CPI","TOT","AGRWTH","Q","2019-Q4",2.4889,
"ISL","CPI","TOT","AGRWTH","Q","2020-Q1",2.089589,
"ISL","CPI","TOT","AGRWTH","Q","2020-Q2",2.497999,
"ISL","CPI","TOT","AGRWTH","Q","2020-Q3",3.242031,
"ISL","CPI","TOT","AGRWTH","Q","2020-Q4",3.546129,
"ISL","CPI","TOT","AGRWTH","Q","2021-Q1",4.229271,
"ISL","CPI","TOT","AGRWTH","Q","2021-Q2",4.412032,
"ISL","CPI","TOT","AGRWTH","Q","2021-Q3",4.295227,
"ISL","CPI","TOT","AGRWTH","Q","2021-Q4",4.831192,
"IRL","CPI","TOT","AGRWTH","Q","2000-Q1",4.331271,
"IRL","CPI","TOT","AGRWTH","Q","2000-Q2",5.213716,
"IRL","CPI","TOT","AGRWTH","Q","2000-Q3",6.214953,
"IRL","CPI","TOT","AGRWTH","Q","2000-Q4",6.567993,
"IRL","CPI","TOT","AGRWTH","Q","2001-Q1",5.337591,
"IRL","CPI","TOT","AGRWTH","Q","2001-Q2",5.491071,
"IRL","CPI","TOT","AGRWTH","Q","2001-Q3",4.619446,
"IRL","CPI","TOT","AGRWTH","Q","2001-Q4",4.079861,
"IRL","CPI","TOT","AGRWTH","Q","2002-Q1",4.807276,
"IRL","CPI","TOT","AGRWTH","Q","2002-Q2",4.570461,
"IRL","CPI","TOT","AGRWTH","Q","2002-Q3",4.289319,
"IRL","CPI","TOT","AGRWTH","Q","2002-Q4",4.795663,
"IRL","CPI","TOT","AGRWTH","Q","2003-Q1",4.917356,
"IRL","CPI","TOT","AGRWTH","Q","2003-Q2",3.763659,
"IRL","CPI","TOT","AGRWTH","Q","2003-Q3",3.145161,
"IRL","CPI","TOT","AGRWTH","Q","2003-Q4",2.188619,
"IRL","CPI","TOT","AGRWTH","Q","2004-Q1",1.614809,
"IRL","CPI","TOT","AGRWTH","Q","2004-Q2",1.794072,
"IRL","CPI","TOT","AGRWTH","Q","2004-Q3",2.619234,
"IRL","CPI","TOT","AGRWTH","Q","2004-Q4",2.764797,
"IRL","CPI","TOT","AGRWTH","Q","2005-Q1",2.209302,
"IRL","CPI","TOT","AGRWTH","Q","2005-Q2",2.298851,
"IRL","CPI","TOT","AGRWTH","Q","2005-Q3",2.552381,
"IRL","CPI","TOT","AGRWTH","Q","2005-Q4",2.65252,
"IRL","CPI","TOT","AGRWTH","Q","2006-Q1",3.185438,
"IRL","CPI","TOT","AGRWTH","Q","2006-Q2",3.857678,
"IRL","CPI","TOT","AGRWTH","Q","2006-Q3",4.23477,
"IRL","CPI","TOT","AGRWTH","Q","2006-Q4",4.429679,
"IRL","CPI","TOT","AGRWTH","Q","2007-Q1",5.034914,
"IRL","CPI","TOT","AGRWTH","Q","2007-Q2",4.97656,
"IRL","CPI","TOT","AGRWTH","Q","2007-Q3",4.739843,
"IRL","CPI","TOT","AGRWTH","Q","2007-Q4",4.8427,
"IRL","CPI","TOT","AGRWTH","Q","2008-Q1",4.723583,
"IRL","CPI","TOT","AGRWTH","Q","2008-Q2",4.637582,
"IRL","CPI","TOT","AGRWTH","Q","2008-Q3",4.389248,
"IRL","CPI","TOT","AGRWTH","Q","2008-Q4",2.528658,
"IRL","CPI","TOT","AGRWTH","Q","2009-Q1",-1.470097,
"IRL","CPI","TOT","AGRWTH","Q","2009-Q2",-4.497702,
"IRL","CPI","TOT","AGRWTH","Q","2009-Q3",-6.12777,
"IRL","CPI","TOT","AGRWTH","Q","2009-Q4",-5.754686,
"IRL","CPI","TOT","AGRWTH","Q","2010-Q1",-3.39098,
"IRL","CPI","TOT","AGRWTH","Q","2010-Q2",-1.306291,
"IRL","CPI","TOT","AGRWTH","Q","2010-Q3",0.2083333,
"IRL","CPI","TOT","AGRWTH","Q","2010-Q4",0.8722959,
"IRL","CPI","TOT","AGRWTH","Q","2011-Q1",2.246402,
"IRL","CPI","TOT","AGRWTH","Q","2011-Q2",2.821317,
"IRL","CPI","TOT","AGRWTH","Q","2011-Q3",2.425503,
"IRL","CPI","TOT","AGRWTH","Q","2011-Q4",2.732619,
"IRL","CPI","TOT","AGRWTH","Q","2012-Q1",2.197048,
"IRL","CPI","TOT","AGRWTH","Q","2012-Q2",1.761518,
"IRL","CPI","TOT","AGRWTH","Q","2012-Q3",1.759134,
"IRL","CPI","TOT","AGRWTH","Q","2012-Q4",1.077441,
"IRL","CPI","TOT","AGRWTH","Q","2013-Q1",0.9405442,
"IRL","CPI","TOT","AGRWTH","Q","2013-Q2",0.5326232,
"IRL","CPI","TOT","AGRWTH","Q","2013-Q3",0.3656915,
"IRL","CPI","TOT","AGRWTH","Q","2013-Q4",0.1998668,
"IRL","CPI","TOT","AGRWTH","Q","2014-Q1",0.09983361,
"IRL","CPI","TOT","AGRWTH","Q","2014-Q2",0.3311258,
"IRL","CPI","TOT","AGRWTH","Q","2014-Q3",0.2981119,
"IRL","CPI","TOT","AGRWTH","Q","2014-Q4",0,
"IRL","CPI","TOT","AGRWTH","Q","2015-Q1",-0.5651596,
"IRL","CPI","TOT","AGRWTH","Q","2015-Q2",-0.3630363,
"IRL","CPI","TOT","AGRWTH","Q","2015-Q3",-0.1321004,
"IRL","CPI","TOT","AGRWTH","Q","2015-Q4",-0.09973405,
"IRL","CPI","TOT","AGRWTH","Q","2016-Q1",-0.1003009,
"IRL","CPI","TOT","AGRWTH","Q","2016-Q2",0.1324942,
"IRL","CPI","TOT","AGRWTH","Q","2016-Q3",0.1322751,
"IRL","CPI","TOT","AGRWTH","Q","2016-Q4",-0.1331115,
"IRL","CPI","TOT","AGRWTH","Q","2017-Q1",0.502008,
"IRL","CPI","TOT","AGRWTH","Q","2017-Q2",0.2315581,
"IRL","CPI","TOT","AGRWTH","Q","2017-Q3",0.1321004,
"IRL","CPI","TOT","AGRWTH","Q","2017-Q4",0.4998334,
"IRL","CPI","TOT","AGRWTH","Q","2018-Q1",0.2997003,
"IRL","CPI","TOT","AGRWTH","Q","2018-Q2",0.1320132,
"IRL","CPI","TOT","AGRWTH","Q","2018-Q3",0.7915567,
"IRL","CPI","TOT","AGRWTH","Q","2018-Q4",0.729443,
"IRL","CPI","TOT","AGRWTH","Q","2019-Q1",0.7968128,
"IRL","CPI","TOT","AGRWTH","Q","2019-Q2",1.252472,
"IRL","CPI","TOT","AGRWTH","Q","2019-Q3",0.6871728,
"IRL","CPI","TOT","AGRWTH","Q","2019-Q4",1.020408,
"IRL","CPI","TOT","AGRWTH","Q","2020-Q1",1.02108,
"IRL","CPI","TOT","AGRWTH","Q","2020-Q2",-0.3255208,
"IRL","CPI","TOT","AGRWTH","Q","2020-Q3",-0.8449789,
"IRL","CPI","TOT","AGRWTH","Q","2020-Q4",-1.17302,
"IRL","CPI","TOT","AGRWTH","Q","2021-Q1",-0.1956309,
"IRL","CPI","TOT","AGRWTH","Q","2021-Q2",1.436969,
"IRL","CPI","TOT","AGRWTH","Q","2021-Q3",2.917076,
"IRL","CPI","TOT","AGRWTH","Q","2021-Q4",5.308276,
"ITA","CPI","TOT","AGRWTH","Q","2000-Q1",2.352582,
"ITA","CPI","TOT","AGRWTH","Q","2000-Q2",2.490887,
"ITA","CPI","TOT","AGRWTH","Q","2000-Q3",2.630783,
"ITA","CPI","TOT","AGRWTH","Q","2000-Q4",2.673476,
"ITA","CPI","TOT","AGRWTH","Q","2001-Q1",2.895522,
"ITA","CPI","TOT","AGRWTH","Q","2001-Q2",3.052756,
"ITA","CPI","TOT","AGRWTH","Q","2001-Q3",2.799057,
"ITA","CPI","TOT","AGRWTH","Q","2001-Q4",2.399064,
"ITA","CPI","TOT","AGRWTH","Q","2002-Q1",2.407891,
"ITA","CPI","TOT","AGRWTH","Q","2002-Q2",2.272074,
"ITA","CPI","TOT","AGRWTH","Q","2002-Q3",2.407567,
"ITA","CPI","TOT","AGRWTH","Q","2002-Q4",2.771429,
"ITA","CPI","TOT","AGRWTH","Q","2003-Q1",2.719547,
"ITA","CPI","TOT","AGRWTH","Q","2003-Q2",2.699662,
"ITA","CPI","TOT","AGRWTH","Q","2003-Q3",2.742793,
"ITA","CPI","TOT","AGRWTH","Q","2003-Q4",2.529886,
"ITA","CPI","TOT","AGRWTH","Q","2004-Q1",2.289024,
"ITA","CPI","TOT","AGRWTH","Q","2004-Q2",2.327492,
"ITA","CPI","TOT","AGRWTH","Q","2004-Q3",2.233724,
"ITA","CPI","TOT","AGRWTH","Q","2004-Q4",1.979393,
"ITA","CPI","TOT","AGRWTH","Q","2005-Q1",1.914263,
"ITA","CPI","TOT","AGRWTH","Q","2005-Q2",1.846401,
"ITA","CPI","TOT","AGRWTH","Q","2005-Q3",2.025047,
"ITA","CPI","TOT","AGRWTH","Q","2005-Q4",2.153682,
"ITA","CPI","TOT","AGRWTH","Q","2006-Q1",2.142857,
"ITA","CPI","TOT","AGRWTH","Q","2006-Q2",2.233316,
"ITA","CPI","TOT","AGRWTH","Q","2006-Q3",2.167668,
"ITA","CPI","TOT","AGRWTH","Q","2006-Q4",1.821968,
"ITA","CPI","TOT","AGRWTH","Q","2007-Q1",1.735302,
"ITA","CPI","TOT","AGRWTH","Q","2007-Q2",1.593421,
"ITA","CPI","TOT","AGRWTH","Q","2007-Q3",1.635992,
"ITA","CPI","TOT","AGRWTH","Q","2007-Q4",2.351738,
"ITA","CPI","TOT","AGRWTH","Q","2008-Q1",3.05499,
"ITA","CPI","TOT","AGRWTH","Q","2008-Q2",3.566911,
"ITA","CPI","TOT","AGRWTH","Q","2008-Q3",3.973843,
"ITA","CPI","TOT","AGRWTH","Q","2008-Q4",2.797203,
"ITA","CPI","TOT","AGRWTH","Q","2009-Q1",1.482213,
"ITA","CPI","TOT","AGRWTH","Q","2009-Q2",0.8549096,
"ITA","CPI","TOT","AGRWTH","Q","2009-Q3",0.1209482,
"ITA","CPI","TOT","AGRWTH","Q","2009-Q4",0.6559767,
"ITA","CPI","TOT","AGRWTH","Q","2010-Q1",1.290166,
"ITA","CPI","TOT","AGRWTH","Q","2010-Q2",1.404698,
"ITA","CPI","TOT","AGRWTH","Q","2010-Q3",1.618749,
"ITA","CPI","TOT","AGRWTH","Q","2010-Q4",1.786145,
"ITA","CPI","TOT","AGRWTH","Q","2011-Q1",2.338573,
"ITA","CPI","TOT","AGRWTH","Q","2011-Q2",2.671364,
"ITA","CPI","TOT","AGRWTH","Q","2011-Q3",2.805849,
"ITA","CPI","TOT","AGRWTH","Q","2011-Q4",3.300166,
"ITA","CPI","TOT","AGRWTH","Q","2012-Q1",3.250164,
"ITA","CPI","TOT","AGRWTH","Q","2012-Q2",3.284553,
"ITA","CPI","TOT","AGRWTH","Q","2012-Q3",3.168445,
"ITA","CPI","TOT","AGRWTH","Q","2012-Q4",2.471117,
"ITA","CPI","TOT","AGRWTH","Q","2013-Q1",1.90779,
"ITA","CPI","TOT","AGRWTH","Q","2013-Q2",1.164987,
"ITA","CPI","TOT","AGRWTH","Q","2013-Q3",1.128173,
"ITA","CPI","TOT","AGRWTH","Q","2013-Q4",0.6890072,
"ITA","CPI","TOT","AGRWTH","Q","2014-Q1",0.49922,
"ITA","CPI","TOT","AGRWTH","Q","2014-Q2",0.4357299,
"ITA","CPI","TOT","AGRWTH","Q","2014-Q3",-0.06197707,
"ITA","CPI","TOT","AGRWTH","Q","2014-Q4",0.0933126,
"ITA","CPI","TOT","AGRWTH","Q","2015-Q1",-0.2483701,
"ITA","CPI","TOT","AGRWTH","Q","2015-Q2",0.06197707,
"ITA","CPI","TOT","AGRWTH","Q","2015-Q3",0.1860465,
"ITA","CPI","TOT","AGRWTH","Q","2015-Q4",0.155376,
"ITA","CPI","TOT","AGRWTH","Q","2016-Q1",-0.09492686,
"ITA","CPI","TOT","AGRWTH","Q","2016-Q2",-0.3902137,
"ITA","CPI","TOT","AGRWTH","Q","2016-Q3",-0.01934386,
"ITA","CPI","TOT","AGRWTH","Q","2016-Q4",0.128762,
"ITA","CPI","TOT","AGRWTH","Q","2017-Q1",1.339585,
"ITA","CPI","TOT","AGRWTH","Q","2017-Q2",1.504011,
"ITA","CPI","TOT","AGRWTH","Q","2017-Q3",1.131448,
"ITA","CPI","TOT","AGRWTH","Q","2017-Q4",0.9327115,
"ITA","CPI","TOT","AGRWTH","Q","2018-Q1",0.7270324,
"ITA","CPI","TOT","AGRWTH","Q","2018-Q2",0.9219624,
"ITA","CPI","TOT","AGRWTH","Q","2018-Q3",1.48075,
"ITA","CPI","TOT","AGRWTH","Q","2018-Q4",1.419142,
"ITA","CPI","TOT","AGRWTH","Q","2019-Q1",0.9514436,
"ITA","CPI","TOT","AGRWTH","Q","2019-Q2",0.8482871,
"ITA","CPI","TOT","AGRWTH","Q","2019-Q3",0.3566796,
"ITA","CPI","TOT","AGRWTH","Q","2019-Q4",0.2928734,
"ITA","CPI","TOT","AGRWTH","Q","2020-Q1",0.2924927,
"ITA","CPI","TOT","AGRWTH","Q","2020-Q2",-0.129408,
"ITA","CPI","TOT","AGRWTH","Q","2020-Q3",-0.4846527,
"ITA","CPI","TOT","AGRWTH","Q","2020-Q4",-0.2271252,
"ITA","CPI","TOT","AGRWTH","Q","2021-Q1",0.5832793,
"ITA","CPI","TOT","AGRWTH","Q","2021-Q2",1.198575,
"ITA","CPI","TOT","AGRWTH","Q","2021-Q3",2.175325,
"ITA","CPI","TOT","AGRWTH","Q","2021-Q4",3.544715,
"LUX","CPI","TOT","AGRWTH","Q","2000-Q1",2.896705,
"LUX","CPI","TOT","AGRWTH","Q","2000-Q2",2.842319,
"LUX","CPI","TOT","AGRWTH","Q","2000-Q3",3.333011,
"LUX","CPI","TOT","AGRWTH","Q","2000-Q4",3.523415,
"LUX","CPI","TOT","AGRWTH","Q","2001-Q1",2.884982,
"LUX","CPI","TOT","AGRWTH","Q","2001-Q2",2.998778,
"LUX","CPI","TOT","AGRWTH","Q","2001-Q3",2.74823,
"LUX","CPI","TOT","AGRWTH","Q","2001-Q4",2.037174,
"LUX","CPI","TOT","AGRWTH","Q","2002-Q1",2.217972,
"LUX","CPI","TOT","AGRWTH","Q","2002-Q2",1.916641,
"LUX","CPI","TOT","AGRWTH","Q","2002-Q3",1.958225,
"LUX","CPI","TOT","AGRWTH","Q","2002-Q4",2.204596,
"LUX","CPI","TOT","AGRWTH","Q","2003-Q1",2.47465,
"LUX","CPI","TOT","AGRWTH","Q","2003-Q2",1.970149,
"LUX","CPI","TOT","AGRWTH","Q","2003-Q3",1.899771,
"LUX","CPI","TOT","AGRWTH","Q","2003-Q4",1.861961,
"LUX","CPI","TOT","AGRWTH","Q","2004-Q1",1.976087,
"LUX","CPI","TOT","AGRWTH","Q","2004-Q2",2.344848,
"LUX","CPI","TOT","AGRWTH","Q","2004-Q3",2.229625,
"LUX","CPI","TOT","AGRWTH","Q","2004-Q4",2.349363,
"LUX","CPI","TOT","AGRWTH","Q","2005-Q1",2.201794,
"LUX","CPI","TOT","AGRWTH","Q","2005-Q2",2.344726,
"LUX","CPI","TOT","AGRWTH","Q","2005-Q3",2.726536,
"LUX","CPI","TOT","AGRWTH","Q","2005-Q4",2.672867,
"LUX","CPI","TOT","AGRWTH","Q","2006-Q1",2.943232,
"LUX","CPI","TOT","AGRWTH","Q","2006-Q2",3.081802,
"LUX","CPI","TOT","AGRWTH","Q","2006-Q3",2.699968,
"LUX","CPI","TOT","AGRWTH","Q","2006-Q4",1.953,
"LUX","CPI","TOT","AGRWTH","Q","2007-Q1",2.136326,
"LUX","CPI","TOT","AGRWTH","Q","2007-Q2",2.011517,
"LUX","CPI","TOT","AGRWTH","Q","2007-Q3",1.939222,
"LUX","CPI","TOT","AGRWTH","Q","2007-Q4",3.158557,
"LUX","CPI","TOT","AGRWTH","Q","2008-Q1",3.299711,
"LUX","CPI","TOT","AGRWTH","Q","2008-Q2",3.920507,
"LUX","CPI","TOT","AGRWTH","Q","2008-Q3",4.287979,
"LUX","CPI","TOT","AGRWTH","Q","2008-Q4",2.11622,
"LUX","CPI","TOT","AGRWTH","Q","2009-Q1",0.6623269,
"LUX","CPI","TOT","AGRWTH","Q","2009-Q2",-0.1004539,
"LUX","CPI","TOT","AGRWTH","Q","2009-Q3",-0.1445944,
"LUX","CPI","TOT","AGRWTH","Q","2009-Q4",1.064187,
"LUX","CPI","TOT","AGRWTH","Q","2010-Q1",1.970147,
"LUX","CPI","TOT","AGRWTH","Q","2010-Q2",2.208484,
"LUX","CPI","TOT","AGRWTH","Q","2010-Q3",2.357702,
"LUX","CPI","TOT","AGRWTH","Q","2010-Q4",2.553019,
"LUX","CPI","TOT","AGRWTH","Q","2011-Q1",3.488072,
"LUX","CPI","TOT","AGRWTH","Q","2011-Q2",3.614633,
"LUX","CPI","TOT","AGRWTH","Q","2011-Q3",3.170342,
"LUX","CPI","TOT","AGRWTH","Q","2011-Q4",3.372122,
"LUX","CPI","TOT","AGRWTH","Q","2012-Q1",2.8717,
"LUX","CPI","TOT","AGRWTH","Q","2012-Q2",2.549585,
"LUX","CPI","TOT","AGRWTH","Q","2012-Q3",2.658041,
"LUX","CPI","TOT","AGRWTH","Q","2012-Q4",2.575541,
"LUX","CPI","TOT","AGRWTH","Q","2013-Q1",2.123091,
"LUX","CPI","TOT","AGRWTH","Q","2013-Q2",1.810637,
"LUX","CPI","TOT","AGRWTH","Q","2013-Q3",1.698746,
"LUX","CPI","TOT","AGRWTH","Q","2013-Q4",1.311498,
"LUX","CPI","TOT","AGRWTH","Q","2014-Q1",1.075086,
"LUX","CPI","TOT","AGRWTH","Q","2014-Q2",0.8892182,
"LUX","CPI","TOT","AGRWTH","Q","2014-Q3",0.6364922,
"LUX","CPI","TOT","AGRWTH","Q","2014-Q4",-0.08048829,
"LUX","CPI","TOT","AGRWTH","Q","2015-Q1",-0.006710734,
"LUX","CPI","TOT","AGRWTH","Q","2015-Q2",0.5308316,
"LUX","CPI","TOT","AGRWTH","Q","2015-Q3",0.5588462,
"LUX","CPI","TOT","AGRWTH","Q","2015-Q4",0.8156005,
"LUX","CPI","TOT","AGRWTH","Q","2016-Q1",0.2483138,
"LUX","CPI","TOT","AGRWTH","Q","2016-Q2",0.01992561,
"LUX","CPI","TOT","AGRWTH","Q","2016-Q3",0.1663893,
"LUX","CPI","TOT","AGRWTH","Q","2016-Q4",0.7291008,
"LUX","CPI","TOT","AGRWTH","Q","2017-Q1",1.737239,
"LUX","CPI","TOT","AGRWTH","Q","2017-Q2",1.709941,
"LUX","CPI","TOT","AGRWTH","Q","2017-Q3",1.880399,
"LUX","CPI","TOT","AGRWTH","Q","2017-Q4",1.596378,
"LUX","CPI","TOT","AGRWTH","Q","2018-Q1",1.085741,
"LUX","CPI","TOT","AGRWTH","Q","2018-Q2",1.28293,
"LUX","CPI","TOT","AGRWTH","Q","2018-Q3",1.695689,
"LUX","CPI","TOT","AGRWTH","Q","2018-Q4",2.043007,
"LUX","CPI","TOT","AGRWTH","Q","2019-Q1",2.04075,
"LUX","CPI","TOT","AGRWTH","Q","2019-Q2",2.011216,
"LUX","CPI","TOT","AGRWTH","Q","2019-Q3",1.580838,
"LUX","CPI","TOT","AGRWTH","Q","2019-Q4",1.348551,
"LUX","CPI","TOT","AGRWTH","Q","2020-Q1",1.486396,
"LUX","CPI","TOT","AGRWTH","Q","2020-Q2",0.5181674,
"LUX","CPI","TOT","AGRWTH","Q","2020-Q3",0.7386597,
"LUX","CPI","TOT","AGRWTH","Q","2020-Q4",0.5441963,
"LUX","CPI","TOT","AGRWTH","Q","2021-Q1",1.254047,
"LUX","CPI","TOT","AGRWTH","Q","2021-Q2",2.272584,
"LUX","CPI","TOT","AGRWTH","Q","2021-Q3",2.478614,
"LUX","CPI","TOT","AGRWTH","Q","2021-Q4",4.09536,
"NLD","CPI","TOT","AGRWTH","Q","2000-Q1",1.884457,
"NLD","CPI","TOT","AGRWTH","Q","2000-Q2",2.173122,
"NLD","CPI","TOT","AGRWTH","Q","2000-Q3",2.496369,
"NLD","CPI","TOT","AGRWTH","Q","2000-Q4",2.880231,
"NLD","CPI","TOT","AGRWTH","Q","2001-Q1",3.951217,
"NLD","CPI","TOT","AGRWTH","Q","2001-Q2",4.391742,
"NLD","CPI","TOT","AGRWTH","Q","2001-Q3",4.277743,
"NLD","CPI","TOT","AGRWTH","Q","2001-Q4",4.001931,
"NLD","CPI","TOT","AGRWTH","Q","2002-Q1",3.775055,
"NLD","CPI","TOT","AGRWTH","Q","2002-Q2",3.350241,
"NLD","CPI","TOT","AGRWTH","Q","2002-Q3",3.210464,
"NLD","CPI","TOT","AGRWTH","Q","2002-Q4",2.826885,
"NLD","CPI","TOT","AGRWTH","Q","2003-Q1",2.427934,
"NLD","CPI","TOT","AGRWTH","Q","2003-Q2",2.004372,
"NLD","CPI","TOT","AGRWTH","Q","2003-Q3",2.061389,
"NLD","CPI","TOT","AGRWTH","Q","2003-Q4",1.879283,
"NLD","CPI","TOT","AGRWTH","Q","2004-Q1",1.213701,
"NLD","CPI","TOT","AGRWTH","Q","2004-Q2",1.431286,
"NLD","CPI","TOT","AGRWTH","Q","2004-Q3",1.132836,
"NLD","CPI","TOT","AGRWTH","Q","2004-Q4",1.276733,
"NLD","CPI","TOT","AGRWTH","Q","2005-Q1",1.629713,
"NLD","CPI","TOT","AGRWTH","Q","2005-Q2",1.530673,
"NLD","CPI","TOT","AGRWTH","Q","2005-Q3",1.753966,
"NLD","CPI","TOT","AGRWTH","Q","2005-Q4",1.83727,
"NLD","CPI","TOT","AGRWTH","Q","2006-Q1",1.112607,
"NLD","CPI","TOT","AGRWTH","Q","2006-Q2",1.315221,
"NLD","CPI","TOT","AGRWTH","Q","2006-Q3",1.17919,
"NLD","CPI","TOT","AGRWTH","Q","2006-Q4",0.8005311,
"NLD","CPI","TOT","AGRWTH","Q","2007-Q1",1.574186,
"NLD","CPI","TOT","AGRWTH","Q","2007-Q2",1.790281,
"NLD","CPI","TOT","AGRWTH","Q","2007-Q3",1.289348,
"NLD","CPI","TOT","AGRWTH","Q","2007-Q4",1.801418,
"NLD","CPI","TOT","AGRWTH","Q","2008-Q1",2.139635,
"NLD","CPI","TOT","AGRWTH","Q","2008-Q2",2.306989,
"NLD","CPI","TOT","AGRWTH","Q","2008-Q3",3.16896,
"NLD","CPI","TOT","AGRWTH","Q","2008-Q4",2.328944,
"NLD","CPI","TOT","AGRWTH","Q","2009-Q1",1.95516,
"NLD","CPI","TOT","AGRWTH","Q","2009-Q2",1.611223,
"NLD","CPI","TOT","AGRWTH","Q","2009-Q3",0.2815962,
"NLD","CPI","TOT","AGRWTH","Q","2009-Q4",0.9259948,
"NLD","CPI","TOT","AGRWTH","Q","2010-Q1",0.884792,
"NLD","CPI","TOT","AGRWTH","Q","2010-Q2",0.9704471,
"NLD","CPI","TOT","AGRWTH","Q","2010-Q3",1.559209,
"NLD","CPI","TOT","AGRWTH","Q","2010-Q4",1.687608,
"NLD","CPI","TOT","AGRWTH","Q","2011-Q1",1.864152,
"NLD","CPI","TOT","AGRWTH","Q","2011-Q2",2.118091,
"NLD","CPI","TOT","AGRWTH","Q","2011-Q3",2.870448,
"NLD","CPI","TOT","AGRWTH","Q","2011-Q4",2.507519,
"NLD","CPI","TOT","AGRWTH","Q","2012-Q1",2.478475,
"NLD","CPI","TOT","AGRWTH","Q","2012-Q2",2.205569,
"NLD","CPI","TOT","AGRWTH","Q","2012-Q3",2.291696,
"NLD","CPI","TOT","AGRWTH","Q","2012-Q4",2.845629,
"NLD","CPI","TOT","AGRWTH","Q","2013-Q1",2.963406,
"NLD","CPI","TOT","AGRWTH","Q","2013-Q2",2.748723,
"NLD","CPI","TOT","AGRWTH","Q","2013-Q3",2.772784,
"NLD","CPI","TOT","AGRWTH","Q","2013-Q4",1.557022,
